lyric,label
"Você, arruinou minha vida  me fingiu ser amiga  num momento qualquer  você, entortou meu caminho  mas quem vive sozinho  sabe bem o que quer  Você, pensou que eu estava acabado  que ia chorar ao seu lado  como você errou, mulher!  mesmo porque  eu não vivo a seu gosto  e prefiro o desgosto de viver na solidão  você, esperou que um dia  implorar eu iria  como quem pede perdão  pensou que a esse ponto eu chegasse  pensou que eu ainda voltasse  mas isso eu não faço não.    ",bossa-nova
"Eu nunca sonhei com você   Nunca fui ao cinema   Não gosto de samba não vou a Ipanema    Não gosto de chuva nem gosto de sol   E quando eu lhe telefonei, desliguei foi engano   O seu nome não sei        Esqueci no piano as bobagens de amor    Que eu iria dizer, não ... Lígia   Lígia     Eu nunca quis tê-la ao meu lado   Num fim de semana   Um chopp gelado em Copacabana   Andar pela praia até o Leblon   E quando eu me apaixonei   Não passou de ilusão, o seu nome rasguei    Fiz um samba canção das mentiras de amor   Que aprendí com você É ...   Lígia   Lígia     E quando você me envolver           Nos seus braços serenos eu vou me render   Mas seus braços morenos   Me metem mais medo que um raio de sol          Lígia    Lígia    ",bossa-nova
"Já conheço os passos dessa estrada Sei que não vai dar em nada Seus segredos sei de cor Já conheço as pedras do caminho, E sei também que ali sozinho, Eu vou ficar tanto pior E o que é que eu posso contra o encanto, Desse amor que eu nego tanto Evito tanto e que, no entanto, Volta sempre a enfeitiçar Com seus mesmos tristes, velhos fatos, Que num álbum de retratos Eu teimo em colecionar    Lá vou eu de novo como um tolo, Procurar o desconsolo, Que cansei de conhecer Novos dias tristes, noites claras, Versos, cartas, minha cara Ainda volto a lhe escrever Pra lhe dizer que isso é pecado, Eu trago o peito tão marcado De lembranças do passado e você sabe a razão Vou colecionar mais um soneto, Outro retrato em branco e preto A maltratar meu coração    ",bossa-nova
"O sal das minhas lágrimas de amor Criou o mar que existe entre nós dois Para nos unir e separar Pudesse eu te dizer A dor que dói dentro de mim Que mói meu coração nesta paixão Que não tem fim Ausência tão cruel Saudade tão fatal Saudades do Brasil em Portugal    Meu bem, sempre que ouvires um lamento Crescer desolador na voz do vento Sou eu em solidão pensando em ti Chorando todo o tempo que perdi    ",bossa-nova
"Mentira foi tudo mentira  Você não me amou  Mentira foi tanta mentira  Que você contou    Tão meigos seus olhos  Por Deus eu nem desconfiei História tão triste Você contou,  E acreditei  Pois quase chorei    E agora desfeita a farsa  Só resta esquecer  Mentiras que calam na alma fazendo sofrer Rasguei suas cartas  Queimei suas recordações Mentiras  Cansei de ilusões    ",bossa-nova
Sinto n'alma um violino Um violino que acompanha O meu triste adeus Que vai por trás de uma montanha Montanha pequenina Diante dos olhos meus Meus olhos tão imensos Oh! Perguntem aos lenços Quando dizem adeus    Sinto n'alma um violino Um violino tão sonoro Que acompanha melodias Quando eu canto e choro Eu choro porque os risos Dei ao meu amor Meu grande amor Nestas valsas que eu componho Vive o meu sonho    ,bossa-nova
"Parece que dizes Te amo, Maria Na fotografia Estamos felizes Te ligo afobada E deixo confissões no gravador Vai ser engraçado Se tens um novo amor    Me vejo a teu lado Te amo? Não lembro Parece dezembro De um ano dourado    Parece bolero Te quero, te quero Dizer que não quero Teus beijos nunca mais Teus beijos nunca mais    Não sei se eu ainda Te esqueço de fato No nosso retrato Pareço tão linda Te ligo ofegante E digo confusões no gravador É desconcertante Rever o grande amor    Meus olhos molhados Insanos dezembros Mas quando eu me lembro São anos dourados    Ainda te quero Bolero, nossos versos são banais Mas como eu espero Teus beijos nunca mais Teus beijos nunca mais    ",bossa-nova
"É melhor ser alegre que ser triste Alegria é a melhor coisa que existe É assim como a luz no coração    Mas pra fazer um samba com beleza É preciso um bocado de tristeza É preciso um bocado de tristeza Senão, não se faz um samba não    ""Senão é como amar uma mulher só linda. E daí? Uma mulher tem que ter qualquer coisa além da beleza, qualquer coisa de triste, qualquer coisa que chora, qualquer coisa que sente saudade. Um molejo de amor machucado, uma beleza que vem da tristeza de se saber mulher, feita apenas para amar, para sofrer pelo seu amor e para ser só perdão.""    Fazer samba não é contar piada E quem faz samba assim não é de nada O bom samba é uma forma de oração    Porque o samba é a tristeza que balança E a tristeza tem sempre uma esperança A tristeza tem sempre uma esperança De um dia não ser mais triste não    ""Feita essa gente que anda por aí brincando com a vida. Cuidado companheiro! A vida é pra valer. E não se engane não, tem uma só. Duas mesmo, que é bom, ninguém vai me dizer que tem sem provar muio bem provado, com certidão passada em cartório do Céu e assinado embaixo 'Deus', e com firma reconhecida! A vida não é de brincadeira amigo. A vida é arte dos encontros, embora haja tanto desencontros pela vida. Há sempre uma mulher a sua espera com os olhos cheios de carinho e as mãos cheias de perdão. Ponha um pouco de amor na sua vida como no seu samba.""    Ponha um pouco de amor numa cadência E vai ver que ninguém no mundo vence A beleza que tem um samba, não    Porque o samba nasceu lá na Bahia E se hoje ele é branco na poesia Se hoje ele é branco na poesia Ele é negro demais no coração    ""Eu, por exemplo, o capitão-do-mato Vinícius de Moraes, poeta e diplomata. O branco mais preto do Brasil, na linha direta de Xangô. Saravá! (coro: Sáravá!) A bênção Senhora, a maior ialorixá da Bahia, terra de Caymmi e João Gilberto. A benção Pixinguinha, tu que choraste na flauta todas as minha mágoas de amor. A benção Senhor. A benção Cartola. A benção Ismael Silva. Sua benção Heitor dos Prazeres. A benção Nelson Cavaquinho. A benção Geraldo Pereira. A benção meu bom Ciro Monteiro você, sobrinho de Nonô. A benção Noel. Sua benção Ari. A benção todos os grandes sambistas do meu Brasil branco, preto, mulato, lindo como a pele macia de Oxum. A benção maestro Antônio Carlos Jobim, parceiro e amigo querido que já viajaste tantas canções comigo e ainda há tantas a viajar. A benção Carlinhos Lyra, parceirinho 100%, você que une a ação ao sentimento e ao pensamento. Benção! A benção Baden-Powell, amigo novo, parceiro novo que fizeste este samba comigo. A benção amigo! A benção ao maestro Moacir Santos, que não é um só és tantos, tantos como o meu Brasil de todos os santos, inclusive o meu São Sebastião. Saravá! A benção que eu vou partir, eu vou ter que dizer adeus.""    Ponha um pouco de amor numa cadência E vai ver que ninguém no mundo vence A beleza que tem um samba, não    Porque o samba nasceu lá na Bahia E se hoje ele é branco na poesia Se hoje ele é branco na poesia Ele é negro demais no coração    ",bossa-nova
"Tristeza não tem fim Felicidade sim    A felicidade é como a gota De orvalho numa pétala de flor Brilha tranquila Depois de leve oscila E cai como uma lágrima de amor    A felicidade do pobre parece A grande ilusão do carnaval A gente trabalha o ano inteiro Por um momento de sonho Pra fazer a fantasia De rei ou de pirata ou jardineira Pra tudo se acabar na quarta-feira    Tristeza não tem fim Felicidade sim    A felicidade é como a pluma Que o vento vai levando pelo ar Voa tão leve Mas tem a vida breve Precisa que haja vento sem parar    A minha felicidade está sonhando Nos olhos da minha namorada É como esta noite, passando, passando Em busca da madrugada Falem baixo, por favor Pra que ela acorde alegre com o dia Oferecendo beijos de amor    ",bossa-nova
"Intro: F7+                      F7+ Oi de conversa em conversa               Am7            G#m7 Gm7 D7 Gm7 Você vai arranjando um meio de brigar                                        G#º Oi de palavra em palavra você está querendo           F    F7+ É nos separar                    Am7                 G#m7 Parece até que o destino uniu-se com você                Gm7 Só pra me maltratar                                        C7/9 Pois cada dia que passa é mais uma tormenta                 F7+ Que eu deixei ficar  Nosso viver não adianta              Am7     G#m7    Gm7  D7 Gm7 É melhor juntarmos nossos trapos  Arrume tudo que é seu             E7                A7    F7 Que vou separando os meus farrapos                 Bb7+                 Bbm7 Vivendo dessa maneira continuar é besteira               Am7      D7 Não adianta não, não, não                   Gm7 O que passou é poeira             C7/9                  F7+ Deixa de asneira que eu não sou limão  F#7+            F7+    ",bossa-nova
"Ouça, vá viver Sua vida com outro bem Hoje eu já cansei De pra você não ser ninguém    O passado não foi o bastante Pra lhe convencer Que o futuro seria bem grande Só eu e você    Quando a lembrança Com você for morar E bem baixinho De saudade você chorar    Vai lembrar que um dia existiu Um alguém que só carinho pediu E você fez questão de não dar Fez questão de negar    Quando a lembrança Com você for morar E bem baixinho De saudade você chorar    Vai lembrar que um dia existiu Um alguém que só carinho pediu E você fez questão de não dar Fez questão de negar    ",bossa-nova
E se eu te telefonar Se mandar te buscar Der o braço a torcer  Sei que irias ganhar E eu não iria perder Da outra vez eu sofri Te magoei me feri Foi difícil a prender Que quando chega a paixão Justamente a razão É a primeira a ceder  Mas as palavras vazias Rolaram na mesa Pesaram o ar Eu não sabia pedir Tu não sabias perdoar Mulher nascida pra amar Tenho que obedecer Ao que destino quis E satisfeita a dizer Que sofrer de amor Só me deixa feliz    ,bossa-nova
"Viu quanto bem perdido? Viu quanto amor eu tinha? Ai, minha vida se foi Sem sentir a ternura Do olhar que eu procurava    Só, anos de tristeza Só, no meu todo triste Não houve amor triste assim Que é consolo pra mim Saber que amei como ninguém amou    Só, anos de tristeza Só, no meu todo triste Não houve amor triste assim Que é consolo pra mim Saber que amei como ninguém amou Como ninguém amou    ",bossa-nova
"A primeira vez que eu te encontrei, Alimentei a ilusão de ser feliz    Eu era triste, sorri Peguei no pinho e cantei    Tantos versos eu fiz Em meu peito guardei Um dia você partiu, Meu pinho emudeceu E a minha voz Na garganta morreu    Procuro esquecer a dor, Não sou capaz, Meu violão Não toca mais    Eu vivo triste A meditar, Não canto mais, Meu consolo é chorar    ",bossa-nova
"Un jour tu verras On se rencontrera Quelque part, n'importe où Guidés par le hasard    Nous nous regarderons Et nous nous sourirons Et la main dans la main Par les rues nous irons    Le temps passe si vite Le soir cachera bien Nos coeurs, ces deux voleurs Qui gardent leurs bonheurs    Et nous arriverons Sur une place grise Où les pavés seront doux A nos âmes grises    Il y aura un bal Très pauvre et très banal Sous un ciel plein de brume Et de mélancolie    Un aveugle jouera De l'orgue de barbarie Cet air pour nous sera Le plus beau, le plus joli    Puis je t'inviterai Ta taille je prendrai Nous danserons tranquille Loin des gens de la ville    Nous danserons l'amour Les yeux au fond des yeux Vers une nuit profonde Vers une fin du monde    Un jour tu verras On se rencontrera Quelque part, n'importe où Guidés par le hasard    Nous nous regarderons Et nous nous sourirons Et la main dans la main Par les rues nous irons    ",bossa-nova
"Depois de trabalhar toda semana Meu s´bada não vou desperdiçar Já fiz o meu programa prá esta noite E já sei por onde começar.    Um bom lugar pra encontrar Copacabana Prá passear a beira mar Copacabana Depois um bar, a meia luz Copacabana Eu esperei por esta noite uma semana    Um bom jantar, depois dançar Copacabana Prá se amar, um só lugar Copacabana E a noite passa Tão depressa Mas vou voltar lá prá semana Se eu encontrar um novo amor Copacabana    ",bossa-nova
"Desde aqueles dias Nada me desperta à luz do sol Não me reconheço nas fotografias De nenhum lugar Como se ali não fosse eu que estou São dores de amor Dores de amor E quase já faz um mês Quase faz mais Sei que eu te procurei Em outros canais Sombras no ar Dias sem fim Sombras no ar Nuvens em mim Quero outra vez Meu bem e não tem quase ou talvez Volta que eu sei , eu sei Quero outra vez Quero outra vez Meu bem e não tem mas ou porém Volta que eu sei , eu sei Quero outra vez Algo soa estranho Já não me acostumo a ficar só Danço fumo e berro Pela noite a fora Só pra me exercitar É como se ali Alguem fizesse o show São dores de amor Dores de amor    ",bossa-nova
"Você é muito mais que eu sou Está bem mais rico do que eu estou Mas o que eu sei você não sabe E antes que o seu poder acabe Eu vou mostrar como e por que Eu sei, eu sei mais que você  Sabe você o que é o amor? Não sabe, eu sei Sabe o que é um trovador? Não sabe, eu sei.  Sabe andar de madrugada tendo a amada pela mão Sabe gostar, qual sabe nada, sabe, não Você sabe o que é uma flor? Não sabe, eu sei.  Você já chorou de dor? Pois eu chorei. Já chorei de mal de amor, já chorei de compaixão Quanto à você meu camarada, qual o que, não sabe não  E é por isso que eu lhe digo e com razão Que mais vale ser mendigo que ladrão Sei que um dia há de chegar e isso seja quando for Em que você pra mendigar, só mesmo o amor Você pode ser ladrão quando quiser Mas não rouba o coração de uma mulher Você não tem alegria, nunca fez uma canção Por isso a minha poesia, ah, ah, você não rouba não    ",bossa-nova
"Haja o que houver Há sempre um homem, para uma mulher E há de sempre haver para esquecer Um falso amor e uma vontade de morrer Seja como for há de vencer o grande amor Que há de ser no coração Como um perdão Pra quem chorou    ",bossa-nova
"Só tenho medo da falseta, Mas adoro a Julieta como adoro a Papai do Céu Quero seu amor, minha santinha Mas só não quero que me faça de bolinha de papel Tiro você do emprego, Dou-lhe amor e sossego, Vou ao banco e tiro tudo pra você gastar Posso, Julieta, lhe mostrar a caderneta Se você duvidar    ",bossa-nova
Espírito de amor Doce hospede de alma Espírito de força Espírito consolador Autor de todo bem Que cura o que está doente    Brisa do verão ardente Queremos te louvar E ver jorrar do nosso interior rios de água viva Oh espírito de Santidade Age com poder neste lugar Eu sei    Há uma unção de Deus aqui Há uma unção de Deus neste lugar E esta unção nos leva ao profundo amor Nos leva a transbordar    ,bossa-nova
"Eu quero um samba feito só pra mim    me acabar, me virar, me espalhar    Eu quero a melodia feita assim    quero sambar, quero sambar    Quero sambar por que no samba eu sei que vou    me acabar, me virar, me espalhar    a noite inteira até o sol raiar    Ah quando o samba acaba    eu fico triste então    Vai melancolia    eu quero alegria      dentro do meu coração    djeb djeb djeb djeb zu iu bi zan zan zan zan zan ian    ",bossa-nova
"Quando a luz dos olhos meus E a luz dos olhos teus Resolvem se encontrar Ai, que bom que isso é, meu Deus Que frio que me dá O encontro desse olhar    Mas se a luz dos olhos teus Resiste aos olhos meus Só pra me provocar Meu amor, juro por Deus Me sinto incendiar    Meu amor, juro por Deus Que a luz dos olhos meus Já não pode esperar Quero a luz dos olhos meus Na luz dos olhos teus Sem mais larirurá    Pela luz dos olhos teus Eu acho, meu amor E só se pode achar Que a luz dos olhos meus Precisa se casar    ",bossa-nova
"Não diga não Não me deixe sozinho Sofro demais Longe do seu carinho Não diga não Me faz sofrer Chegue-se a mim Assim, assim Se disser não Isto será meu fim    Coisas do amor Que me fazem sofrer Sofro demais Só pensando em você Olhe pra mim Diga que sim Eu lhe darei Todo carinho Não diga não Não me deixe sozinho    ",bossa-nova
"Mi amor, así tan solo Es más triste que un jardín sin flor Yo quisiera nada mas que ella supiera Que estoy triste por sentir saudade Es que yo la quiero tanto Que es posible que me quiera a mí Y acontece Que yo estoy mas lejos de ella Que la estrella Que brilló en la tarde Estrellas le dirían Que en la tierra existe amor Y la poesía Solo espera ver Nacer la primavera Para no morir    No hay amor tan solo Solo existe cuando existen dos Yo quisiera darle todo mi cariño Y sentirme más feliz que nadie Y este amor en mi es tanto Un encanto que no tiene fin Y entre tanto Él ni sabe que eso existe Que estoy triste Por sentir saudade Amor, yo le diré Amor que yo tanto busqué Ay, si pudiera Ahora yo sentir Que soy tu primavera Y después morir    ",bossa-nova
"Tristeza não tem fim, felicidade, sim... A felicidade é como a pluma que o vento vai levando pelo       ar Voa tão leve mas tem a vida breve       precisa que haja vento sem parar... A felicidade do pobre parece a grande ilusão do carnaval, A gente trabalha o ano inteiro por um momento de sonho pra fazer a fantasia De rei, ou de pirata, ou jardineira e tudo se acabar na quarta-feira Tristeza nao tem fim, felicidade, sim... A felicidade é como a gota de orvalho numa pétala de  flor Brilha tranqüila depois de leve oscila     e cai como uma lágrima de amor A minha felicidade está sonhando nos olhos da minha namorada E como esta noite passando, passando em busca da madrugada falem baixo por favor Pra que ela acorde alegre como o dia   oferecendo beijos de amor tristeza não tem fim    ",bossa-nova
"Se a vida nos dá um amor pra viver eternamente Eu tenho uma grande paixão que não sai da minha mente O teu sorriso é meu sorriso, eu aprendi a amá-lo assim Foi Deus quem trouxe e o mandou somente para mim    Eu vi que as flores tem seu perfume E os bons atos os seus costumes E vi que o sol tem sua claridade E a justiça a sua verdade    Eu olho o horizonte e posso perceber Que o amor que eu sinto por você O universo é pequeno pra nós dois Me visto de verdade e luz de tudo que vem de você O tempo nos reserva outras dimensões pra gente viver    Se um dia Deus te levar de mim Sei que vais me esperar do início ao fim Nos meus sonhos eu vou te encontrar Porque eu sei que eternamente irei te amar    ",forro
"Acho que estou gostando de você Mas você não percebe, porque?!    Eu acho que estou gostando de você Mas você não percebe, porque? Eu vejo o tempo passando e cada vez me apaixonando mais. Mas você não percebe (não percebe)porque?!    Invente uma história me diz qualquer coisa mas fala comigo. Gosto de ouvir tua voz de olhar teus olhos tão lindos. Se eu ganhasse um abraço um beijo mesmo no rosto para mim era tudo. tudo que eu mais queria, mas como sempre o amor nos deixa mudo!    Queria poder dizer,Te quero, te amo Mas onde esta você,quando eu te chamo (x2)     Eu acho que estou gostando de você Mas você não percebe(não percebe), porque? Eu vejo o tempo passando e cada vez me apaixonando mais. Mas você não percebe (não percebe)porque?!    Invente uma história me diz qualquer coisa mas fala comigo. Gosto de ouvir tua voz de olhar teus olhos tão lindos. Se eu ganhasse um abraço um bjo msmo no rosto para mim era tudo. tudo que eu mais queria, mas como sempre o amor nos deixa mudo!    Queria poder dizer,Te quero, te amo Mas onde está você, quando eu te chamo Eu queria te dizer,Te quero, te amo Mas onde está você,quando eu te chamo ôôô    ",forro
"Quero cantar O mundo todo em poesia Na melodia Que o destino vem me dar Passar o tempo declamando O pobre coração, que bate Conversando sem falar Quero ver o povo dessa terra Que berra, pra ter um pão Quero ver o fruto desse chão Quero ver o tempo melhorar Tudo que eu pedir Tudo que eu sonhar Tudo que eu puder viver Quero dividir Quero ter pra dar Tudo que eu tiver que ter    Eu quero um xote Quero um cheiro no cangote Quero paz e quero sorte Eu sou um cantador Chegou a hora de cantar Eu vou mimbora Tô pensando que agora Eu tenho mais valor (bis)    Eu, tenho esse sonho maluco Eu não quero virar suco Seu doutor Quero a rédea do meu destino Eu também sou, nordestino Lutador    ",forro
"Nem conto, as vezes que você me fazia chorar Pra não te perder tinha que aguentar Saía disfarçado e engolia o choro Nem conto, as vezes que você ficou de mal comigo Saía dois, três dias pra me da castigo Só pra eu ir atrás de você feito bobo    As suas atitudes de me machucar Foi o que fez eu te esquecer devagarinho Contribuiu para esse modo de pensar Que é bom com você, mas é melhor sozinho    Eu já corri o mundo atrás de você Já fui até palhaço pra te ver sorrir Agora você chora, tentando entender Porque tá indo embora e eu não to nem aí    Eu tanto fiz, que agora tanto faz Não vou perder mais meu tempo com você Eu tanto fiz, que agora tanto faz Devagarinho você me fez te esquecer    ",forro
"Ai que saudades que eu sinto Das noites de são joão Das noites tão brasileiras na fogueira Sob o luar do sertão Das noites tão brasileiras na fogueira Sob o luar do sertão Meninos brincando de roda Velhos soltando balão Moços em volta à fogueira Brincando com o coração Eita, são joão dos meus sonhos Eita, saudoso sertão    Ai que saudades que eu sinto Das noites de são joão Das noites tão brasileiras na fogueira Sob o luar do sertão Das noites tão brasileiras na fogueira Sob o luar do sertão    Ai que saudades que eu sinto Das noites de são joão Das noites tão brasileiras na fogueira Sob o luar do sertão Das noites tão brasileiras na fogueira Sob o luar do sertão    Meninos brincando de roda Velhos soltando balão Moços em volta à fogueira Brincando com o coração Eita, são joão dos meus sonhos Eita, saudoso sertão    Meninos brincando de roda Velhos soltando balão Moços em volta à fogueira Brincando com o coração Eita, são joão dos meus sonhos Eita, saudoso sertão    ",forro
"Chega, eu não quero mas ficar com você Complicado entender, mas entenda Que não posso viver por viver Tá difícil conviver com a indiferença    No livro do amor um engano Foi borrar a letra do papel Como um pássaro que perdeu o seu bando Voando sem rumo ao céu    Te vejo afastar de mim a cada dia E a sua vida está tão distante da minha Na incerteza do talvez, o amor por si, se desfez! Não posso mas continuar errando outra vez    Juro tentei, fiz de tudo pra viver a paixão E de graça me entreguei pra você, dei o meu coração! Se o sonho acabou, não me culpe pois cumpri meu papel Como folha seca o vento levou esse amor, sem rumo ao léu    ",forro
"O melhor da poesia Cantada no mundo O melhor da beleza Pura de um luar Onde a natureza Respira profundo No chão do sertão Do meu lugar    Se chovesse E ficasse todinho molhado Não tinha deixado Meu sertão torrar Esse dom que o Nordeste Tem desde o passado Faz o nordestino Viver a cantar    Mas com toda a riqueza desse mundo Nosso povo não queria sair Padecer num sofrimento profundo Só porque nós queremos existir    Sertão é Nordeste brasileiro E nada queremos do estrangeiro As coisas mais nossas são beleza Amor, poesia e natureza É sertão!    ",forro
"Não tenho vergonha de dizer que sou maluco por você.É eu sou maluco deixa o mundo perceber Não, não sou daquele que disfarça que esconde o que sente É o nosso amor verdadeiro é transparente    E quando eu te ligo pra saber onde você está Eu não quero ser seu dono nem te incomodar, é que mesmo na distância eu quero estar presente Desculpa se eu estou te incomodando com esse meu ciume É quando estou amando esse é meu costume Eu só quero proteger, cuidar do amor da gente    Deixa eu cuidar, te vigiar Aonde você for me leve com você E se você quiser me amar É só me chamar que eu chego num segundo 2x    Acredite meu amor por você maior do mundo    E quando eu te ligo pra saber onde você está Eu não quero ser seu dono nem te incomodar, é que mesmo na distância eu quero estar presente Desculpa se eu estou te incomodando com esse meu ciume É quando estou amando esse é meu costume Eu só quero proteger, cuidar do amor da gente    Deixa eu cuidar, te vigiar Aonde você for me leve com você E se você quiser me amar É só me chamar que eu chego num segundo 2x    Acredite meu amor por você maior do mundo    Deixa eu cuidar, te vigiar Aonde você for me leve com você E se você quiser me amar É só me chamar que eu chego num segundo 2x    Acredite meu amor por você maior do mundo    ",forro
"Cê parece um anjo Só que não tem asas Oh, meu Deus quando asas tiver passe lá em casa... E ao sair Pras estrelas eu vou te levar Com a ajuda da brisa do mar Te mostrar onde ir E ao chegar Apresento a Lua e o Sol E no céu vai ter mais um farol Que a luz do teu olhar... Eu não sou moleque Ainda não tenho casa Oh, meu Deus se um dia eu tiver Visto minhas asas... E ao sair Pras estrelas eu vou te levar Com a ajuda da brisa do mar Te mostrar onde ir E ao chegar Apresento a Lua e o Sol E no céu vai ter mais um farol Que é a luz do teu olhar...    ",forro
"E bem-te-vi, o bem-te-vi A sabiá sabia já A lua só olhou pro sol A chuva abençoou...    O vento diz ele é feliz A águia quis saber Por que, por que, por qual será O sapo entregou...    Ele tomou um banho de água fresca No Lindo Lago do Amor Maravilhosamente clara água No Lindo Lago do Amor...    Ele tomou um banho de água fresca No Lindo Lago do Amor Maravilhosamente clara água No Lindo Lago do Amor...    ",forro
"Você disse que é brabo nascimento Você cortou o rabo do jumento Eu não quero pagamento, nascimento Eu quero é outro rabo no jumento    Ele entrou no seu roçado junto com o gado Comeu um pezinho de coentro Nascimento eu não quero pagamento Eu quero é outro rabo no jumento    Mas você diz que é brabo, nascimento Você cortou o rabo do jumento Eu não quero pagamento nascimento Eu quero que outro rabo no jumento    Veja pessoal, que mau elemento Não sei se o animal é ele ou o jumento Nascimento eu não quero pagamento Eu quero é outro rabo no jumento    ",forro
Entre nós dois existem dois nós Um que amarra a alma e o outro o coração No corpo mais paixão que amor Na alma mais amor que paixão    De queixa o nosso amor não se queixa A gente nem morrendo se deixa Que um sem ter o outro não vive Num filme de carinho sem corte Você foi o desejo mais forte De todos os desejos que eu tive    A gente nunca esteve sem estar 100% apaixonado O nosso amor por certo Só deu certo Porque foi feito errado    Somos interligados sem fios É muito querer bem o nosso bem querer Devemos nos ater de ter outros Pra não dar o direito d?outro alguém nos ter    ,forro
Noite fria Penso em você Só queria Estar com você (2x)    Pra eu me esquentar Nesse teu corpo tão ardente Pra ver você ficar Entre meus braços se envolvendo E ouvir você dizer Que está morrendo de feliz Porque eu sou pra você Tudo o que você sempre quiz    Noite fria Penso em você Só queria Estar com você (2x)    Pra eu me esquentar Nesse teu corpo tão ardente Pra ver você ficar Entre meus braços se envolvendo E ouvir você dizer Que está morrendo de feliz Porque eu sou pra você Tudo o que você sempre quiz    ,forro
A paz do mundo Começa em mim Se eu tenho amor Com certeza sou feliz Se eu faço o bem ao meu irmão Tenho a grandeza dentro do meu coração Chegou a hora da gente construir a paz Ninguém suporta mais o desamor    Paz pela paz - pelas crianças Paz pela paz - pelas florestas Paz pela paz - pela coragem de mudar Paz pela paz - pela justiça Paz pela paz - a liberdade Paz pela paz - pela beleza de te amar    A paz do mundo Começa em mim Se eu tenho amor Com certeza sou feliz Se eu faço o bem ao meu irmão Tenho a grandeza dentro do meu coração Chegou a hora da gente construir a paz Ninguém suporta mais o desamor    Paz pela paz - pro mundo novo Paz pela paz - a esperança Paz pela paz - pela coragem de mudar Paz pela paz - pela justiça Paz pela paz - a liberdade Paz pela paz - pela beleza de te amar    ,forro
"Fortaleza se eu pudesse Se papai do céu me desse um lugar para morar Eu iria com certeza Me mudar pra fortaleza, capital do ceará Eu te amo fortaleza O teu clima é uma beleza e o teu povo é bom demais Tuas praias são tão belas E eu sou louco por elas, porque me transmitem paz Fortaleza que saudade de você fortaleza nunca vou te esquecer Por você já chorei tanto venha enxugar meu pranto E me leve com você repete toda    ",forro
Você bagunçou meu coração Tirou ele do peito e sacudiu pela calçada Pisou em cima e esmagou minha razão Eu já não era muito e agora não sou mais nada.    Você fez de mim o que queria Tirou minha alegria Desmanchou o meu viver Fez um buraco Dentro da minha saudade Fez uma tampa de pedra P'reu nunca mais te esquecer    Ô de casa! Ô de fora! Uma esmolinha p'resse pobre Bem-querer Pode ser um beijo Pode ser aquela rosa Eu quero o cheiro Do teu corpo no meu ser Não se negue Não seja tão melindrosa Tenha piedade O meu amor é só você    ,forro
"Carícias e declarações de amor De testemunha o nosso cobertor Minha cama esta tão fria sem você, baby Meu corpo já não sabe o que é prazer    Que vontade, de ver você Nossa foto sobre a mesa E eu não resistir    Vou sair te ver agora, vou voltar a viver Pois sem você Minha vida é vazia, sem graça Como o dia sem Sol Vou sair te ver agora, vou voltar a viver Pois sem você    Amor eu não te esqueço um só segundo Em casa, no trabalho O meu mundo Gira em torno só de você Eu estou apaixonada Como te esquecer?    Vou sair, te ver agora, vou voltar a viver Pois sem você Minha vida é vazia, sem graça Como o dia sem Sol Vou sair te ver agora, vou voltar a viver Pois sem você: Nada tem graça, baby, fico perdida    Que vontade, de ver você Nossa foto sobre a mesa E eu não resistir    Vou sair, te ver agora, vou voltar a viver Pois sem você Minha vida é vazia, sem graça Como o dia sem Sol Vou sair te ver agora, vou voltar a viver Pois sem você, minha vida é vazia, sem graça Como o dia sem Sol Vou sair te ver agora, vou voltar a viver Pois sem você: Nada tem graça, baby, fico perdida    ",forro
"Adivinha quem mexe comigo? Que revirou meu juízo? E na cama ainda me faz enlouquecer Vou te dar uma dica Começa com vo Termina com cê    Quando vejo você digitando, saio da conversa  Pra não parecer que tava esperando Você responder Quando me liga, eu deixo tocar Conto 2 minutos pra te retornar Só pra não parecer Só pra não parecer    Que eu tô apaixonada Os quatro pneu arriado De onze pensamentos, doze tem você Não dá mais pra esconder (não dá mais pra esconder) Então vou te dizer    Adivinha quem mexe comigo? Que revirou meu juízo? E na cama ainda me faz enlouquecer Vou te dar uma dica Começa com vo Termina com cê    Adivinha quem mexe comigo? Que revirou meu juízo? E na cama ainda me faz enlouquecer Vou te dar uma dica Começa com vo Termina com cê    Quando vejo você digitando, saio da conversa  Pra não parecer que tava esperando Você responder Quando me liga, eu deixo tocar Conto 2 minutos pra te retornar Só pra não parecer Só pra não parecer    Que eu tô apaixonado Os quatro pneu arriado De onze pensamentos, doze tem você Não dá mais pra esconder Então vou te dizer    Adivinha quem mexe comigo? Que revirou meu juízo? E na cama ainda me faz enlouquecer Vou te dar uma dica Começa com vo Termina com cê    Adivinha quem mexe comigo? Que revirou meu juízo? E na cama ainda me faz enlouquecer Vou te dar uma dica Começa com vo Termina com cê    ",forro
Chegou sem avisar Entrou sem bater Me fez acreditar que eu era tudo pra você Levou as suas coisas lá pra casa Quando vi não era dono mais de nada Nem do meu coração    Nem se importou com o tamanho do estrago Só esperou vir a união estável Pra me mandar a intimação    Me deixou na pindaíba só bebendo pinga Ouvindo uns modão que não alisa o coração E a sentença mais sofrida Seu juiz é que ainda amo essa bandida    ,forro
